Title: "OHD.csv"
27643,PST,'PRECIPITATION, INCREMENTAL (inches)'
20150301,0000,m
20150302,0000,m
20150303,0000,m
20150304,0000,m
20150305,0000,m
20150306,0000,m
20150307,0000,m
20150308,0000,m
20150309,0000,m
20150310,0000,m
20150311,0000,m
20150312,0000,m
20150313,0000,m
20150314,0000,m
20150315,0000,m
20150316,0000,m
20150317,0000,m
20150318,0000,m
20150319,0000,m
20150320,0000,m
20150321,0000,m
20150322,0000,m
20150323,0000,m
20150324,0000,m
20150325,0000,m
20150326,0000,m
20150327,0000,m
20150328,0000,m
20150329,0000,m
20150330,0000,m
20150331,0000,m
20150401,0000,0.00
20150402,0000,0.00
20150403,0000,0.00
20150404,0000,0.00
20150405,0000,0.00
20150406,0000,0.00
20150407,0000,0.00
20150408,0000,0.00
20150409,0000,0.00
20150410,0000,0.00
20150411,0000,0.00
20150412,0000,0.00
20150413,0000,0.00
20150414,0000,0.00
20150415,0000,0.00
20150416,0000,0.00
20150417,0000,0.00
20150418,0000,0.00
20150419,0000,0.00
20150420,0000,0.00
20150421,0000,0.00
20150422,0000,0.00
20150423,0000,0.00
20150424,0000,0.00
20150425,0000,0.08
20150426,0000,0.00
20150427,0000,0.00
20150428,0000,0.00
20150429,0000,0.00
20150430,0000,0.00
20150501,0000,0.00
20150502,0000,0.00
20150503,0000,0.00
20150504,0000,0.00
20150505,0000,0.00
20150506,0000,0.00
20150507,0000,0.00
20150508,0000,0.00
20150509,0000,0.00
20150510,0000,0.00
20150511,0000,0.00
20150512,0000,0.00
20150513,0000,0.00
20150514,0000,0.00
20150515,0000,0.00
20150516,0000,0.00
20150517,0000,0.00
20150518,0000,0.00
20150519,0000,0.00
20150520,0000,0.00
20150521,0000,0.00
20150522,0000,0.00
20150523,0000,0.00
20150524,0000,0.00
20150525,0000,0.00
20150526,0000,0.00
20150527,0000,0.00
20150528,0000,0.00
20150529,0000,0.00
20150530,0000,0.00
20150531,0000,0.00
20150601,0000,0.00
20150602,0000,0.00
20150603,0000,0.00
20150604,0000,0.00
20150605,0000,0.00
20150606,0000,0.00
20150607,0000,0.00
20150608,0000,0.00
20150609,0000,0.00
20150610,0000,0.00
20150611,0000,0.00
20150612,0000,0.00
20150613,0000,0.00
20150614,0000,0.00
20150615,0000,0.00
20150616,0000,0.00
20150617,0000,0.00
20150618,0000,0.00
20150619,0000,0.00
20150620,0000,0.00
20150621,0000,0.00
20150622,0000,0.00
20150623,0000,0.00
20150624,0000,0.00
20150625,0000,0.00
20150626,0000,0.00
20150627,0000,0.00
20150628,0000,0.00
20150629,0000,0.00
20150630,0000,0.00
20150701,0000,0.00
20150702,0000,0.00
20150703,0000,0.00
20150704,0000,0.00
20150705,0000,0.00
20150706,0000,0.00
20150707,0000,0.00
20150708,0000,0.00
20150709,0000,0.00
20150710,0000,0.00
20150711,0000,0.00
20150712,0000,0.00
20150713,0000,0.00
20150714,0000,0.00
20150715,0000,0.00
20150716,0000,0.00
20150717,0000,0.00
20150718,0000,0.00
20150719,0000,0.00
20150720,0000,0.00
20150721,0000,0.00
20150722,0000,0.00
20150723,0000,0.00
20150724,0000,0.00
20150725,0000,0.00
20150726,0000,0.00
20150727,0000,0.00
20150728,0000,0.00
20150729,0000,0.00
20150730,0000,0.00
20150731,0000,0.00
20150801,0000,0.00
20150802,0000,0.00
20150803,0000,0.00
20150804,0000,0.00
20150805,0000,0.00
20150806,0000,0.00
20150807,0000,0.00
20150808,0000,0.00
20150809,0000,0.00
20150810,0000,0.00
20150811,0000,0.00
20150812,0000,0.00
20150813,0000,0.00
20150814,0000,0.00
20150815,0000,0.00
20150816,0000,0.00
20150817,0000,0.00
20150818,0000,0.00
20150819,0000,0.00
20150820,0000,0.00
20150821,0000,0.00
20150822,0000,0.00
20150823,0000,0.00
20150824,0000,0.00
20150825,0000,0.00
20150826,0000,0.00
20150827,0000,0.00
20150828,0000,0.00
20150829,0000,0.00
20150830,0000,0.00
20150831,0000,0.00
20150901,0000,0.00
20150902,0000,0.00
20150903,0000,0.00
20150904,0000,0.00
